"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"The Black Keys","Lily","F","24","Koch","294.76526","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Lengths","15"
"Survivor","Lily","F","25","Koch","245.36771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Eye Of The Tiger","15"
"Conya Doss","Lily","F","26","Koch","317.98812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Miss You","15"
"Disney Studio Chorus","Lily","F","28","Koch","234.84036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little April Shower","15"
"Dirty Projectors","Lily","F","29","Koch","319.63383","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Stillness Is The Move","15"
"Boom Bip","Lily","F","30","Koch","330.16118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","From Left To Right","15"
"Avantasia","Lily","F","31","Koch","368.97914","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Shelter From The Rain","15"
"Amon Amarth","Lily","F","32","Koch","312.29342","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","North Sea Storm (Live)","15"
"Young Money featuring Lloyd","Lily","F","33","Koch","196.33587","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","BedRock (Radio Edit) (feat.Lloyd)","15"
"Breakbeat Era","Lily","F","34","Koch","326.32118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Anti-Everything","15"
"Local Natives","Lily","F","35","Koch","237.92281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Airplanes","15"
"Gabriella Cilmi","Lily","F","36","Koch","207.38567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Awkward Game","15"
"Minus The Bear","Tegan","F","1","Levine","219.76771","free","Portland-South Portland, ME","165","Knights","80"
"Calle 13 Featuring CafÃÂ© Tacuba","Lily","F","37","Koch","293.32853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","No Hay Nadie Como TÃÂº","15"
"Frumpies","Aleena","F","0","Kirby","134.47791","paid","Waterloo-Cedar Falls, IA","157","Fuck Kitty","44"
"D-12","Aleena","F","1","Kirby","261.40689","paid","Waterloo-Cedar Falls, IA","157","Barbershop","44"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Tegan","F","2","Levine","375.19628","free","Portland-South Portland, ME","165","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","80"
"Dragonette","Lily","F","38","Koch","246.49098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Fixin to Thrill","15"
"Pennywise","Mohammad","M","0","Rodriguez","188.26404","free","Sacramento--Roseville--Arden-Arcade, CA","87","The Western World","88"
"Kanye West","Aleena","F","2","Kirby","238.52363","paid","Waterloo-Cedar Falls, IA","157","Flashing Lights","44"
"Flash And The Pan","Lily","F","39","Koch","224.65261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Waiting for a Train [Single Mix]","15"
"Washed Out","Tegan","F","3","Levine","168.6722","free","Portland-South Portland, ME","165","New Theory","80"
"Katy Perry","Aleena","F","3","Kirby","179.40853","paid","Waterloo-Cedar Falls, IA","157","I Kissed A Girl","44"
"AFI","Lily","F","40","Koch","198.97424","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Miss Murder","15"
"Drake / Kanye West / Lil Wayne / Eminem","Aleena","F","4","Kirby","357.66812","paid","Waterloo-Cedar Falls, IA","157","Forever","44"
"The Crests","Lily","F","41","Koch","182.88281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","16 Candles","15"
"Nirvana","Lily","F","42","Koch","219.08853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Come As You Are","15"
"Knights Of The Abyss","Aleena","F","5","Kirby","205.66159","paid","Waterloo-Cedar Falls, IA","157","Dragon Pie","44"
"Binary Star","Lily","F","43","Koch","300.19873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Honest Expression","15"
"Nada Surf","Aleena","F","6","Kirby","181.08036","paid","Waterloo-Cedar Falls, IA","157","Whose Authority","44"
"Blank & Jones","Aleena","F","7","Kirby","310.15138","paid","Waterloo-Cedar Falls, IA","157","Beyond Time (Ambient Mix)","44"
"Carnifex","Lily","F","44","Koch","219.89832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","By Darkness Enslaved","15"
"Bono / Secret Machines","Lily","F","45","Koch","285.43955","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Am The Walrus","15"
"Broadcast 2000","Aleena","F","8","Kirby","198.84363","paid","Waterloo-Cedar Falls, IA","157","The View","44"
"Pixies","Aleena","F","9","Kirby","229.3024","paid","Waterloo-Cedar Falls, IA","157","Where Is My Mind?","44"
"Kings Of Leon","Lily","F","46","Koch","242.99057","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Holy Roller Novocaine","15"
"Arctic Monkeys","Aleena","F","10","Kirby","221.85751","paid","Waterloo-Cedar Falls, IA","157","You Know I'm No Good","44"
"Alliance Ethnik","Lily","F","47","Koch","252.21179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","ReprÃÂ©sente","15"
"Apocalyptica","Chloe","F","0","Cuevas","409.86077","free","San Francisco-Oakland-Hayward, CA","179","Coma","49"
"Big Tymers","Aleena","F","11","Kirby","256.15628","paid","Waterloo-Cedar Falls, IA","157","Lil Mama","44"
"Pat Green","Lily","F","48","Koch","295.33995","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Whiskey","15"
"Daughtry","Aleena","F","12","Kirby","249.91302","paid","Waterloo-Cedar Falls, IA","157","No Surprise","44"
"Air","Chloe","F","1","Cuevas","212.21832","free","San Francisco-Oakland-Hayward, CA","179","Playground Love","49"
"Sam Cooke","Lily","F","49","Koch","122.04363","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ain't Misbehavin","15"
"Live","Aleena","F","13","Kirby","203.28444","paid","Waterloo-Cedar Falls, IA","157","Deep Enough","44"
"Everclear","Lily","F","50","Koch","222.61506","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Summerland","15"
"Alison Krauss / Union Station","Aleena","F","14","Kirby","129.67138","paid","Waterloo-Cedar Falls, IA","157","Down To The River To Pray","44"
"The All-American Rejects","Lily","F","51","Koch","239.22893","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Move Along","15"
"Covenant","Aleena","F","15","Kirby","300.19873","paid","Waterloo-Cedar Falls, IA","157","XRDS","44"
"You Me At Six","Aiden","M","0","Hess","191.13751","free","La Crosse-Onalaska, WI-MN","189","Liquid Confidence","86"
"Motion City Soundtrack","Lily","F","52","Koch","206.34077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything Is Alright (Album Version)","15"
"FM Static","Lily","F","53","Koch","169.84771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Something To Believe In","15"
"Dave Gahan","Lily","F","54","Koch","272.92689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Kingdom","15"
"Metallica","Lily","F","55","Koch","319.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mama Said","15"
"Dr. Hook","Lily","F","56","Koch","229.77261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sylvia's Mother","15"
"Gotan Project","Lily","F","57","Koch","321.30567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Diferente","15"
"Carrie Underwood","Lily","F","58","Koch","221.3873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Play On","15"
"Ut","Lily","F","59","Koch","313.86077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I.D.","15"
"Lil Wayne / Eminem","Lily","F","60","Koch","229.58975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Drop The World","15"
"Damage","Lily","F","61","Koch","263.18322","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","For Your Pleasure","15"
"Rionegro / SolimÃÂµes","Lily","F","62","Koch","280.92036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","De SÃÂ£o Paulo ÃÂ BelÃÂ©m","15"
"Drive-By Truckers","Lily","F","63","Koch","246.22975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Outfit","15"
"Tweet","Lily","F","64","Koch","256.39138","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Smoking Cigarettes (LP Version)","15"
"Ben Folds Five","Lily","F","65","Koch","207.882","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Steven's Last Night In Town","15"
"Glen Hansard","Lily","F","66","Koch","239.59465","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Lies","15"
"Chevelle","Adler","M","0","Barrera","389.85098","free","New York-Newark-Jersey City, NY-NJ-PA","174","Dos (LP Version)","100"
"Bill Withers","Lily","F","67","Koch","383.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Make Love To Your Mind","15"
"Jorge Drexler","Adler","M","1","Barrera","272.14322","free","New York-Newark-Jersey City, NY-NJ-PA","174","Salvapantallas","100"
"Michael Bolton","Lily","F","68","Koch","255.65995","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","How Am I Supposed To Live Without You","15"
"The Mercury Program","Adler","M","2","Barrera","449.12281","free","New York-Newark-Jersey City, NY-NJ-PA","174","Marianas","100"
"Duran Duran","Lily","F","69","Koch","321.88036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Seventh Stranger","15"
"Little Boots","Lily","F","70","Koch","195.94404","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Meddle","15"
"Johnossi","Lily","F","71","Koch","174.2624","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Glory Days To Come","15"
"BjÃÂ¶rk","Lily","F","72","Koch","348.57751","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Undo","15"
"Black Eyed Peas","Lily","F","73","Koch","226.37669","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Hey Mama","15"
"DecembeRadio","Lily","F","74","Koch","249.62567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Find You Waiting","15"
"Bonobo","Lily","F","75","Koch","270.41914","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","1009","15"
"Five Iron Frenzy","Tegan","F","1","Levine","236.09424","free","Portland-South Portland, ME","194","Canada","80"
"Morcheeba","Tegan","F","2","Levine","347.71546","free","Portland-South Portland, ME","194","The Sea","80"
"The Avett Brothers","Tegan","F","3","Levine","307.9571","free","Portland-South Portland, ME","194","All My Mistakes (US4BW0700133)","80"
"Dave Darell","Aiden","M","0","Hess","217.33832","free","La Crosse-Onalaska, WI-MN","197","Children","86"
"Priestess","Ryan","M","1","Smith","190.45832","free","San Jose-Sunnyvale-Santa Clara, CA","183","Talk To Her","26"
"Arcade Fire","Ryan","M","2","Smith","169.19465","free","San Jose-Sunnyvale-Santa Clara, CA","183","I'm Sleeping In A Submarine","26"
"Daft Punk","Ryan","M","3","Smith","211.69587","free","San Jose-Sunnyvale-Santa Clara, CA","183","Crescendolls","26"
"Nickel Creek","Ryan","M","4","Smith","255.13751","free","San Jose-Sunnyvale-Santa Clara, CA","183","When In Rome","26"
"Squeeze","Ryan","M","5","Smith","229.56363","free","San Jose-Sunnyvale-Santa Clara, CA","183","Footprints","26"
"Creedence Clearwater Revival","Samuel","M","0","Gonzalez","175.80363","free","Houston-The Woodlands-Sugar Land, TX","60","Sweet Hitch-Hiker","61"
"Kierra Sheard","Samuel","M","1","Gonzalez","299.02322","free","Houston-The Woodlands-Sugar Land, TX","60","Love Like Crazy (Extended Mix)","61"
"Greg Laswell","Mohammad","M","1","Rodriguez","251.08853","free","Sacramento--Roseville--Arden-Arcade, CA","193","Comes And Goes ( In Waves )","88"
"Pavement","Mohammad","M","3","Rodriguez","99.16036","free","Sacramento--Roseville--Arden-Arcade, CA","193","Mercy:The Laundromat","88"
"Sixx A.M.","Mohammad","M","4","Rodriguez","280.58077","free","Sacramento--Roseville--Arden-Arcade, CA","193","Courtesy Call (Explicit)","88"
"Leonard Cohen","Mohammad","M","5","Rodriguez","267.67628","free","Sacramento--Roseville--Arden-Arcade, CA","193","I'm Your Man","88"
"The Tallest Man On Earth","Joseph","M","0","Gutierrez","203.62404","free","Columbia, SC","167","The Wild Hunt","75"
"My Chemical Romance","Joseph","M","1","Gutierrez","161.90649","free","Columbia, SC","167","Teenagers (Album Version)","75"
"Wendy Rene","Joseph","M","2","Gutierrez","182.46485","free","Columbia, SC","167","After Laughter (Comes Tears) (LP Version)","75"
"Jack Johnson / Paula Fuga","Joseph","M","3","Gutierrez","178.33751","free","Columbia, SC","167","Country Road","75"
"Tub Ring","Joseph","M","4","Gutierrez","233.69098","free","Columbia, SC","167","Invalid","75"
"No Doubt","Mohammad","M","0","Rodriguez","44.93016","free","Sacramento--Roseville--Arden-Arcade, CA","205","BND","88"
"Katy Perry","Mohammad","M","1","Rodriguez","179.40853","free","Sacramento--Roseville--Arden-Arcade, CA","205","I Kissed A Girl","88"
"Neutral Milk Hotel","Joseph","M","5","Gutierrez","248.37179","free","Columbia, SC","167","Ghost","75"
"Dwight Yoakam","Ava","F","0","Robinson","239.3073","free","New Haven-Milford, CT","156","You're The One","50"
"Ella Fitzgerald","Joseph","M","6","Gutierrez","427.15383","free","Columbia, SC","167","On Green Dolphin Street (Medley) (1999 Digital Remaster)","75"
"Tony Rohr","Ava","F","1","Robinson","403.09506","free","New Haven-Milford, CT","156","Van Comp","50"
"Braid","Joseph","M","7","Gutierrez","222.74567","free","Columbia, SC","167","Divers","75"
"Fourmost","Joseph","M","8","Gutierrez","113.6322","free","Columbia, SC","167","Hello Little Girl","75"
"Catupecu Machu","Joseph","M","9","Gutierrez","212.32281","free","Columbia, SC","167","Hormigas","75"
"Creed","Joseph","M","10","Gutierrez","329.87383","free","Columbia, SC","167","Weathered","75"
"Ennio Morricone","Joseph","M","11","Gutierrez","215.01342","free","Columbia, SC","167","Chi Mai (El Profesional)","75"
"Down To The Bone","Sylvie","F","0","Cruz","333.76608","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Keep On Keepin' On","10"
"Three Drives","Sylvie","F","1","Cruz","411.6371","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Greece 2000","10"
"Sebastien Tellier","Sylvie","F","2","Cruz","377.73016","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Kilometer","10"
"Lonnie Gordon","Sylvie","F","3","Cruz","181.21098","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","10"
"Charttraxx Karaoke","Ava","F","0","Robinson","225.17506","free","New Haven-Milford, CT","207","Fireflies","50"
"Ska-P","Ava","F","1","Robinson","220.21179","free","New Haven-Milford, CT","207","NiÃÂ±o Soldado","50"
"Dwight Yoakam","Ava","F","2","Robinson","239.3073","free","New Haven-Milford, CT","207","You're The One","50"
"Radiohead","Ayleen","F","0","Wise","130.82077","free","Columbia, SC","70","Pop Is Dead","71"
"Scouting for Girls","Ayleen","F","1","Wise","201.1424","free","Columbia, SC","70","The Mountains Of Navaho","71"
"Alliance Ethnik","Ayleen","F","2","Wise","195.94404","free","Columbia, SC","70","SinceritÃÂ© Et Jalousie","71"
"OutKast","Ayleen","F","3","Wise","227.52608","free","Columbia, SC","70","Ova Da Wudz","71"
"Bloodhound Gang","Kaleb","M","0","Cook","260.20526","free","Yuba City, CA","53","Uhn Tiss Uhn Tiss Uhn Tiss","54"
"Rammstein","Isaac","M","0","Valdez","228.46649","free","Saginaw, MI","112","Adios","3"
"Gershon Kingsley","Isaac","M","1","Valdez","146.57261","free","Saginaw, MI","112","Pop Corn","3"
"The Rakes","Isaac","M","2","Valdez","150.59546","free","Saginaw, MI","112","Strasbourg","3"
"Des'ree","Kaylee","F","1","Summers","246.30812","free","Phoenix-Mesa-Scottsdale, AZ","139","You Gotta Be","8"
"Mr Oizo","Kaylee","F","3","Summers","144.03873","free","Phoenix-Mesa-Scottsdale, AZ","139","Flat 55","8"
"Tamba Trio","Kaylee","F","4","Summers","177.18812","free","Phoenix-Mesa-Scottsdale, AZ","139","Quem Quiser Encontrar O Amor","8"
"The Mars Volta","Kaylee","F","5","Summers","380.42077","free","Phoenix-Mesa-Scottsdale, AZ","139","Eriatarka","8"
"Infected Mushroom","Kaylee","F","6","Summers","440.2673","free","Phoenix-Mesa-Scottsdale, AZ","139","Becoming Insane","8"
"Blue October / Imogen Heap","Kaylee","F","7","Summers","241.3971","free","Phoenix-Mesa-Scottsdale, AZ","139","Congratulations","8"
"Girl Talk","Kaylee","F","8","Summers","160.15628","free","Phoenix-Mesa-Scottsdale, AZ","139","Once again","8"
"Black Eyed Peas","Sylvie","F","0","Cruz","214.93506","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","9","Pump It","10"
"Fall Out Boy","Ryan","M","1","Smith","200.72444","free","San Jose-Sunnyvale-Santa Clara, CA","169","Nobody Puts Baby In The Corner","26"
"M.I.A.","Ryan","M","2","Smith","233.7171","free","San Jose-Sunnyvale-Santa Clara, CA","169","Mango Pickle Down River (With The Wilcannia Mob)","26"
"Survivor","Jayden","M","0","Fox","245.36771","free","New Orleans-Metairie, LA","100","Eye Of The Tiger","101"
"Rokia TraorÃÂ©","Stefany","F","0","White","274.88608","free","Lubbock, TX","693","Zen","83"
"Camila","Tucker","M","1","Garrison","230.81751","free","Oxnard-Thousand Oaks-Ventura, CA","555","Abrazame  (Version Acustica)","40"
"Carl Thomas","Tucker","M","0","Garrison","196.67546","free","Oxnard-Thousand Oaks-Ventura, CA","698","You Ain't Right (Album Version)","40"
"N.E.R.D.","James","M","0","Martin","242.99057","free","Dallas-Fort Worth-Arlington, TX","78","Provider (Remix Radio Edit)","79"
"Lil Jon / The East Side Boyz / DJ Flexx","Jacqueline","F","3","Lynch","285.30893","paid","Atlanta-Sandy Springs-Roswell, GA","589","Aww Skeet Skeet","29"
"Enya","Jacqueline","F","4","Lynch","175.85587","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Sun In The Stream","29"
"Furthermore","Jacqueline","F","5","Lynch","278.41261","paid","Atlanta-Sandy Springs-Roswell, GA","589","We Need To Talk (She And I Album Version)","29"
"Kid Cudi / MGMT / Ratatat","Jacqueline","F","6","Lynch","295.67955","paid","Atlanta-Sandy Springs-Roswell, GA","589","Pursuit Of Happiness (nightmare)","29"
"Crosby_ Stills & Nash","Jacqueline","F","7","Lynch","186.90567","paid","Atlanta-Sandy Springs-Roswell, GA","589","Haven't We Lost Enough?  (LP Version)","29"
"Passion Pit","Jacqueline","F","8","Lynch","174.75873","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sleepyhead","29"
"Keith Sweat","Jacqueline","F","9","Lynch","295.78404","paid","Atlanta-Sandy Springs-Roswell, GA","589","Merry Go Round (Remastered Single Version)","29"
"Mariza","Molly","F","1","Taylor","166.5824","free","St. Louis, MO-IL","634","Rosa Branca","35"
"In Flames","Jacqueline","F","10","Lynch","202.84036","paid","Atlanta-Sandy Springs-Roswell, GA","589","Like you better dead","29"
"Cute Is What We Aim For","Molly","F","2","Taylor","211.33016","free","St. Louis, MO-IL","634","Newport Living (Album Version)","35"
"The All-American Rejects","Jacqueline","F","11","Lynch","245.02812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Too Far Gone","29"
"Cam'Ron / Juelz Santana / Un Kasa","Molly","F","3","Taylor","228.38812","free","St. Louis, MO-IL","634","Take Em To Church","35"
"Sick Puppies","Jacqueline","F","12","Lynch","227.83955","paid","Atlanta-Sandy Springs-Roswell, GA","589","Don't Walk Away","29"
"Rapsusklei","Jacqueline","F","13","Lynch","263.96689","paid","Atlanta-Sandy Springs-Roswell, GA","589","Nube Inerte (con Aniki)","29"
"Jonezetta","Jacqueline","F","14","Lynch","35.63057","paid","Atlanta-Sandy Springs-Roswell, GA","589","Untitled","29"
"Cut Copy","Jacqueline","F","15","Lynch","237.50485","paid","Atlanta-Sandy Springs-Roswell, GA","589","A Dream","29"
"BeyoncÃÂ©","Jacqueline","F","16","Lynch","261.74649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Halo","29"
"Easy Star All-Stars","Jacqueline","F","17","Lynch","198.94812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Getting Better (feat. The Mighty Diamonds)","29"
"Blue Man Group","Jacqueline","F","18","Lynch","205.76608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sing Along [Featuring Dave Matthews]","29"
"Carpark North","Jacqueline","F","19","Lynch","279.2224","paid","Atlanta-Sandy Springs-Roswell, GA","589","Run","29"
"The Fleetwoods","Jacqueline","F","20","Lynch","146.05016","paid","Atlanta-Sandy Springs-Roswell, GA","589","Come Softly To Me","29"
"Radiohead","Jacqueline","F","21","Lynch","298.13506","paid","Atlanta-Sandy Springs-Roswell, GA","589","Let Down","29"
"Gorillaz","Jacqueline","F","22","Lynch","268.45995","paid","Atlanta-Sandy Springs-Roswell, GA","589","Demon Days","29"
"Reginald Dixon","Jacqueline","F","23","Lynch","188.55138","paid","Atlanta-Sandy Springs-Roswell, GA","589","Eton Boating Song/Wyoming Lullaby/The Wiffenpoof Song (Baa Baa Baa) (Medley)","29"
"Gorillaz","Jacqueline","F","24","Lynch","152.13669","paid","Atlanta-Sandy Springs-Roswell, GA","589","Pirate Jet","29"
"OceanLab","Jacqueline","F","25","Lynch","440.842","paid","Atlanta-Sandy Springs-Roswell, GA","589","Clear Blue Water","29"
"Macy Gray","Jacqueline","F","26","Lynch","236.09424","paid","Atlanta-Sandy Springs-Roswell, GA","589","Oh Yeah","29"
"David Bowie","Samuel","M","0","Gonzalez","174.41914","free","Houston-The Woodlands-Sugar Land, TX","690","Sorrow (1997 Digital Remaster)","61"
"Tavares","Jacqueline","F","27","Lynch","374.09914","paid","Atlanta-Sandy Springs-Roswell, GA","589","Don't Take Away The Music","29"
"The String Cheese Incident","Samuel","M","1","Gonzalez","392.35873","free","Houston-The Woodlands-Sugar Land, TX","690","Bigger Isn't Better","61"
"Pixies","Chloe","F","0","Roth","113.78893","free","Indianapolis-Carmel-Anderson, IN","511","Break My Body","78"
"Meet Me In St Louis","Jacqueline","F","28","Lynch","275.27791","paid","Atlanta-Sandy Springs-Roswell, GA","589","I've Got Knives In My Eyes I'm Going Home Sick","29"
"Syd Barrett","Jacqueline","F","29","Lynch","114.65098","paid","Atlanta-Sandy Springs-Roswell, GA","589","Effervescing Elephant","29"
"Cat Stevens","Jacqueline","F","30","Lynch","167.6273","paid","Atlanta-Sandy Springs-Roswell, GA","589","If You Want To Sing Out_ Sing Out","29"
"Cosmic Gate","Kaylee","F","0","Summers","652.59057","free","Phoenix-Mesa-Scottsdale, AZ","675","I Feel Wonderful (AM to PM Mix)","8"
"Spoon","Jacqueline","F","31","Lynch","224.73098","paid","Atlanta-Sandy Springs-Roswell, GA","589","Who Makes Your Money","29"
"The Dodos","Jacqueline","F","32","Lynch","282.53995","paid","Atlanta-Sandy Springs-Roswell, GA","589","Fools","29"
"Cartola","Jacqueline","F","33","Lynch","127.242","paid","Atlanta-Sandy Springs-Roswell, GA","589","Tive Sim","29"
"Supertramp","Jacqueline","F","34","Lynch","264.38485","paid","Atlanta-Sandy Springs-Roswell, GA","589","It's Raining Again","29"
"The Ruts","Jacqueline","F","35","Lynch","338.96444","paid","Atlanta-Sandy Springs-Roswell, GA","589","West One (Shine On Me)","29"
"Marisa Monte","Jacqueline","F","36","Lynch","157.98812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Abololo","29"
"Smile Empty Soul","Jacqueline","F","37","Lynch","218.61832","paid","Atlanta-Sandy Springs-Roswell, GA","589","Bottom of a Bottle (Explicit Album Version)","29"
"M83","Jacqueline","F","38","Lynch","251.79383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Unrecorded","29"
"Beats Antique","Jacqueline","F","39","Lynch","185.46893","paid","Atlanta-Sandy Springs-Roswell, GA","589","Roustabout (Bassnectar REMIX)","29"
"Why?","Jacqueline","F","40","Lynch","246.07302","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Vowels Pt. 2","29"
"Chris Clark","Jacqueline","F","41","Lynch","162.11546","paid","Atlanta-Sandy Springs-Roswell, GA","589","From Head To Toe","29"
"The Concretes","Jacqueline","F","42","Lynch","195.082","paid","Atlanta-Sandy Springs-Roswell, GA","589","On The Radio (Edit)","29"
"BeyoncÃÂ©","Jacqueline","F","43","Lynch","261.74649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Halo","29"
"Enya","Jacqueline","F","44","Lynch","218.53995","paid","Atlanta-Sandy Springs-Roswell, GA","589","Only Time (Original Version)","29"
"CÃÂ©line Dion","Jacqueline","F","45","Lynch","219.37587","paid","Atlanta-Sandy Springs-Roswell, GA","589","Ne me plaignez pas","29"
"Rise Against","Jacqueline","F","46","Lynch","245.96853","paid","Atlanta-Sandy Springs-Roswell, GA","589","Audience Of One","29"
"Kaiser Chiefs","Jacqueline","F","47","Lynch","203.07546","paid","Atlanta-Sandy Springs-Roswell, GA","589","Ruby","29"
"Jag Panzer","Jacqueline","F","48","Lynch","217.99138","paid","Atlanta-Sandy Springs-Roswell, GA","589","Reign Of The Tyrants","29"
"My Chemical Romance","Jacqueline","F","49","Lynch","203.41506","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Ghost Of You (Album Version)","29"
"Zeromancer","Jacqueline","F","50","Lynch","360.85506","paid","Atlanta-Sandy Springs-Roswell, GA","589","Cupola","29"
"The Cardigans","Jacqueline","F","51","Lynch","197.38077","paid","Atlanta-Sandy Springs-Roswell, GA","589","Losers","29"
"Future Rock","Jacqueline","F","52","Lynch","239.90812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Gears","29"
"Lady GaGa","Jacqueline","F","53","Lynch","274.18077","paid","Atlanta-Sandy Springs-Roswell, GA","589","Alejandro","29"
"Keyshia Cole","Jacqueline","F","54","Lynch","227.60444","paid","Atlanta-Sandy Springs-Roswell, GA","589","Superstar","29"
"Big Star","Jacqueline","F","55","Lynch","203.51955","paid","Atlanta-Sandy Springs-Roswell, GA","589","When My Baby's Beside Me","29"
"Armin van Buuren","Ryan","M","1","Smith","435.51302","free","San Jose-Sunnyvale-Santa Clara, CA","686","Hold On To Me","26"
"Harmonia","Jacqueline","F","56","Lynch","655.77751","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sehr kosmisch","29"
"Jermaine Jackson","Jacqueline","F","57","Lynch","206.8371","paid","Atlanta-Sandy Springs-Roswell, GA","589","I Need You","29"
"The Sons Of the Pioneers","Jacqueline","F","58","Lynch","175.59465","paid","Atlanta-Sandy Springs-Roswell, GA","589","Cool Water","29"
"TiÃÂ«sto","Jacqueline","F","59","Lynch","231.73179","paid","Atlanta-Sandy Springs-Roswell, GA","589","In The Dark (ft. Christian Burns)","29"
"U2","Jacqueline","F","60","Lynch","247.66649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Window In The Skies","29"
"Kanye West / Nas / Really Doe","Jacqueline","F","61","Lynch","448.57424","paid","Atlanta-Sandy Springs-Roswell, GA","589","We Major","29"
"Radney Foster","Jacqueline","F","62","Lynch","288.96608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sweet And Wild","29"
"Binary Star","Jacqueline","F","63","Lynch","268.93016","paid","Atlanta-Sandy Springs-Roswell, GA","589","Solar Powered","29"
"Eminem","Jacqueline","F","64","Lynch","284.18567","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Real Slim Shady","29"
"Sick Puppies","Jacqueline","F","65","Lynch","248.58077","paid","Atlanta-Sandy Springs-Roswell, GA","589","What Are You Looking For","29"
"OneRepublic","Jacqueline","F","66","Lynch","224.67873","paid","Atlanta-Sandy Springs-Roswell, GA","589","Secrets","29"
